Obs#,Time,Date,configName,configAuthor,remark,Column,Row,Treatment,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
95,13:04:29,5/3/2024,TIM2024,Zach Peagler,,1,2,Liquid,0.870744,2.921588,0.670816,9.628717,1.892466,1.631722,3.261227,1.368761,16.661106,19.3235,33.299576,0.441786,PSF-01133_20240503130429,0,0,0,120.760559,344.421387,0.649381,0.5,0.8,50.565361,84.09,72.5,19.33,25.43,97.94,156.7,156.4,0.2,195,3.754,3,5,259,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.105,0.124,0.109,0.673,0.377,0.163,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524686,2.455644,1.689463,0.953924,0.342327,0.071661,0.048232,0.280572,120.760559,0.000341,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130429,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
96,13:04:38,5/3/2024,TIM2024,Zach Peagler,,1,3,CBG,0.76854,2.920501,0.608429,8.217504,1.88806,1.665308,3.176711,1.288651,17.002485,19.276735,32.43362,0.441786,PSF-01133_20240503130438,0,0,0,114.951256,375.049713,0.693504,0.5,0.8,53.692554,83.18,73.36,19.46,24.98,97.94,156.6,156.7,-0.1,194,3.753,1,0,355,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.146,0.165,-9999,20.237,10.893,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.525847,2.454486,1.688294,0.954624,0.340439,0.064889,0.049489,0.279584,114.951256,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130438,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
97,13:04:45,5/3/2024,TIM2024,Zach Peagler,,1,4,CG,0.671707,2.921001,0.546122,8.842392,1.935669,1.696166,3.477869,1.542199,17.315634,19.760651,35.50449,0.441786,PSF-01133_20240503130445,0,0,0,108.910919,353.609924,0.692003,0.5,0.8,52.646923,84.62,74.15,19.59,26.51,97.96,156.6,156,0.4,190,3.724,-1,2,354,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.079,0.152,-9999,0.507,-0.444,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526908,2.456276,1.68883,0.95271,0.338751,0.081674,0.050584,0.2766,108.910919,0.000345,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130445,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
98,13:04:52,5/3/2024,TIM2024,Zach Peagler,,1,5,Control,0.597484,2.921649,0.496042,8.838581,1.960702,1.721479,3.656115,1.695413,17.573467,20.015541,37.322914,0.441786,PSF-01133_20240503130452,0,0,0,119.077919,281.52179,0.577021,0.5,0.8,94.45237,85.13,74.75,19.7,27.36,97.96,156.7,157.5,-0.5,409,3.724,0,0,334,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.07,0.128,-9999,0.639,-0.205,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.527704,2.4569,1.689528,0.956764,0.337255,0.090703,0.051511,0.47121,119.040726,0.000346,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130452,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
99,13:05:03,5/3/2024,TIM2024,Zach Peagler,,1,6,Liquid,1.047232,2.922613,0.770976,7.782345,1.963238,1.752769,2.927367,0.964129,17.892881,20.041426,29.883598,0.441786,PSF-01133_20240503130503,0,0,0,125.255943,291.572937,0.570413,0.5,0.8,80.766632,84.29,75.25,19.88,23.62,97.96,156.8,156.8,0,354,3.751,-8,0,333,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.192,0.295,0.3,0.304,0.189,0.185,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.528365,2.455816,1.690567,0.955011,0.3348,0.044283,0.053064,0.422127,125.255943,0.000348,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130503,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
100,13:05:09,5/3/2024,TIM2024,Zach Peagler,,1,7,CBG,0.508529,2.923241,0.433174,6.488527,1.947888,1.772485,3.375221,1.427332,18.09577,19.886507,34.458519,0.441786,PSF-01133_20240503130509,0,0,0,124.848961,306.081879,0.592106,0.5,0.8,96.322548,83.08,75.59,19.99,26,97.95,156.9,156.5,0.2,407,3.75,-3,1,282,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.024,0.259,-9999,109.704,54.343,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.528817,2.454282,1.691246,0.954178,0.333364,0.07106,0.053908,0.468962,124.848961,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130509,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
101,13:05:24,5/3/2024,TIM2024,Zach Peagler,,1,9,Control,0.711371,2.922489,0.572112,9.014603,2.062846,1.819309,3.561871,1.499025,18.57423,21.060629,36.364922,0.441786,PSF-01133_20240503130524,0,0,0,125.061394,278.699402,0.551268,0.5,0.8,46.219208,86.64,76.41,20.23,26.92,97.95,156.8,156.2,0.4,210,3.749,0,-2,242,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.066,0.068,-9999,0.134,-0.491,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.529899,2.458724,1.690434,0.953431,0.330069,0.079181,0.056058,0.293844,125.061394,0.000349,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130524,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
102,13:05:31,5/3/2024,TIM2024,Zach Peagler,,1,10,Liquid,0.584946,2.921465,0.487364,7.344529,2.037001,1.838368,3.471558,1.434556,18.768866,20.796816,35.442959,0.441786,PSF-01133_20240503130531,0,0,0,122.23613,234.080673,0.477803,0.5,0.8,81.713356,84.95,76.66,20.35,26.48,97.95,156.7,156.4,0.2,428,3.749,-3,3,244,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.18,0.223,-9999,0.418,-0.523,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.530221,2.45658,1.68933,0.953859,0.328537,0.072616,0.056963,0.48749,122.23613,0.000347,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130531,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
103,13:05:38,5/3/2024,TIM2024,Zach Peagler,,1,11,CBG,0.448809,2.922893,0.389068,5.741195,2.013367,1.858252,3.418468,1.405101,18.974047,20.557884,34.904949,0.441786,PSF-01133_20240503130538,0,0,0,117.138863,304.132812,0.614843,0.5,0.8,101.942757,83.37,76.95,20.46,26.22,97.94,156.8,155.8,0.6,415,3.749,0,3,216,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.101,0.274,-9999,0.528,-1.103,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.530593,2.454586,1.69087,0.952387,0.327035,0.068192,0.057867,0.475904,117.138863,0.00035,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130538,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
104,13:05:49,5/3/2024,TIM2024,Zach Peagler,,1,13,Control,0.487176,2.921443,0.417547,5.711327,2.043493,1.889049,3.346291,1.302797,19.287725,20.864639,34.166569,0.441786,PSF-01133_20240503130549,0,0,0,142.515427,322.987305,0.558758,0.5,0.8,102.175079,83.72,77.39,20.64,25.86,97.94,156.7,156.2,0.3,457,3.748,-9,4,213,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.065,-0.037,0.092,0.632,133.503,67.136,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.531168,2.454994,1.689306,0.953247,0.324758,0.061918,0.059381,0.513795,142.515427,0.000339,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130549,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
105,13:05:58,5/3/2024,TIM2024,Zach Peagler,,2,1,CG,0.596899,2.92068,0.495611,6.869549,2.101441,1.915672,3.420739,1.319298,19.559,21.455702,34.925728,0.441786,PSF-01133_20240503130558,0,0,0,162.422775,420.514587,0.613752,0.5,0.8,81.133942,85.32,77.78,20.78,26.23,97.94,156.6,156.2,0.2,330,3.749,-2,3,237,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.144,0.096,0.323,0.276,0.141,-1.072,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.531682,2.456996,1.688486,0.953412,0.32287,0.064684,0.060729,0.401247,162.422775,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130558,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
106,13:06:09,5/3/2024,TIM2024,Zach Peagler,,2,2,Control,0.324279,2.920963,0.291876,4.164647,2.055427,1.942778,3.413898,1.358471,19.836002,20.986168,34.856327,0.441786,PSF-01133_20240503130609,0,0,0,158.373352,340.990295,0.535549,0.5,0.8,91.7341,82.73,78.2,20.93,26.2,97.94,156.6,155.9,0.4,428,3.749,-3,4,267,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.039,-9999,-9999,2.097,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.532228,2.453712,1.68879,0.952567,0.321034,0.062657,0.062227,0.488092,158.373352,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130609,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
107,13:06:17,5/3/2024,TIM2024,Zach Peagler,,2,3,Liquid,0.418196,2.920638,0.365816,6.276869,2.13283,1.96314,3.762795,1.629966,20.04385,21.7764,38.41851,0.441786,PSF-01133_20240503130617,0,0,0,154.76918,374.717102,0.586971,0.5,0.8,120.208923,85.32,78.53,21.02,27.85,97.94,156.6,156.1,0.3,512,3.748,-2,-6,300,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.029,0.155,0.215,0.65,-1.49,-0.662,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.532678,2.45696,1.688441,0.953034,0.319755,0.081453,0.063194,0.562518,154.76918,0.000345,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130617,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
108,13:06:30,5/3/2024,TIM2024,Zach Peagler,,2,4,CBG,0.457153,2.92236,0.395313,4.493912,2.112205,1.990858,3.195417,1.083212,20.32732,21.566313,32.62627,0.441786,PSF-01133_20240503130630,0,0,0,151.503326,389.072296,0.610604,0.5,0.8,113.565262,83.65,78.85,21.19,25.08,97.94,156.8,155.9,0.5,465,3.748,-6,2,325,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.028,-0.128,-9999,0.756,4.967,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.533082,2.454836,1.690295,0.952624,0.317664,0.046498,0.065066,0.520742,151.503326,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130630,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
109,13:06:40,5/3/2024,TIM2024,Zach Peagler,,2,7,Liquid,0.471331,2.922504,0.405873,5.346152,2.164496,2.02022,3.417892,1.253397,20.62554,22.098528,34.895145,0.441786,PSF-01133_20240503130640,0,0,0,110.756638,286.15451,0.612948,0.5,0.8,109.49498,84.8,79.15,21.36,26.22,97.95,156.8,123.2,21.4,447,3.747,-9,-1,303,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.09,0.013,0.254,107.965,54.204,26.804,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.533467,2.456259,1.69045,0.868412,0.315425,0.05787,0.06646,0.504412,110.756638,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130640,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
110,13:06:49,5/3/2024,TIM2024,Zach Peagler,,2,8,CBG,0.473375,2.921288,0.407365,5.722292,2.194925,2.040394,3.530635,1.335711,20.830811,22.408453,36.045002,0.441786,PSF-01133_20240503130649,0,0,0,130.807037,252.787827,0.482542,0.5,0.8,91.361824,85.26,79.25,21.51,26.77,97.95,156.7,155.9,0.5,473,3.747,-8,8,266,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.032,0.159,-9999,78.134,39.853,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.533586,2.456813,1.689139,0.952648,0.31365,0.062821,0.067632,0.528175,130.807037,0.000346,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130649,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
111,13:06:54,5/3/2024,TIM2024,Zach Peagler,,2,9,CG,0.446852,2.92157,0.387573,6.536965,2.235159,2.058734,3.836091,1.600932,21.017359,22.818451,39.162163,0.441786,PSF-01133_20240503130654,0,0,0,139.100784,216.641312,0.357921,0.5,0.8,66.336769,86.41,79.59,21.58,28.19,97.95,156.7,157.7,-0.6,463,3.746,-2,2,252,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.156,-9999,-9999,-1.769,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534039,2.45826,1.689443,0.957195,0.312681,0.079048,0.068283,0.5193,87.50975,0.000348,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130654,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
112,13:07:02,5/3/2024,TIM2024,Zach Peagler,,2,11,Liquid,0.436373,2.920188,0.379642,5.721522,2.228385,2.073785,3.660298,1.431913,21.170469,22.748724,37.36657,0.441786,PSF-01133_20240503130702,0,0,0,167.394882,437.694672,0.617553,0.5,0.8,99.962662,85.58,79.65,21.69,27.38,97.96,156.5,155.3,0.8,405,3.746,-5,8,243,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.184,0.297,-9999,0.199,-1.689,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534096,2.457201,1.687957,0.950998,0.311335,0.068072,0.069235,0.467165,167.394882,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130702,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
113,13:07:08,5/3/2024,TIM2024,Zach Peagler,,2,12,CBG,0.488511,2.921088,0.41852,6.654762,2.273453,2.093843,3.782921,1.509468,21.374691,23.208206,38.61739,0.441786,PSF-01133_20240503130708,0,0,0,135.91861,348.613495,0.610117,0.5,0.8,99.008087,86.77,79.92,21.79,27.95,97.96,156.6,156.3,0.2,406,3.747,-14,4,260,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.106,0.182,-9999,0.092,-0.811,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534456,2.458692,1.688925,0.953521,0.310069,0.073717,0.070111,0.468073,125.044945,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130708,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
114,13:07:17,5/3/2024,TIM2024,Zach Peagler,,2,13,CG,0.467685,2.920693,0.403132,4.939387,2.245346,2.111953,3.410941,1.165595,21.559502,22.921223,34.82,0.441786,PSF-01133_20240503130717,0,0,0,171.370621,398.83197,0.570319,0.5,0.8,102.909683,84.99,79.94,21.93,26.18,97.96,156.6,156,0.3,451,3.745,4,7,230,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.088,-0.043,0.235,-73.417,89.417,63.634,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534467,2.456424,1.6885,0.952914,0.308385,0.051016,0.071276,0.508423,159.021729,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130717,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
115,13:07:28,5/3/2024,TIM2024,Zach Peagler,,3,1,CBG,0.483416,2.920925,0.414771,5.653602,2.286518,2.133946,3.58164,1.295122,21.786184,23.343845,36.566189,0.441786,PSF-01133_20240503130728,0,0,0,135.86998,388.804779,0.650544,0.5,0.8,115.815781,85.85,80.12,22.06,27.01,97.95,156.6,155.9,0.5,445,3.745,-7,-2,351,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.003,0.009,0.132,127.396,64.029,31.6,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534683,2.457484,1.688749,0.952473,0.30673,0.059343,0.072661,0.503062,135.86998,0.000349,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130728,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
116,13:07:38,5/3/2024,TIM2024,Zach Peagler,,3,2,CG,0.592513,2.922352,0.492631,6.229106,2.326086,2.158239,3.527628,1.201542,22.03381,23.747385,36.014118,0.441786,PSF-01133_20240503130738,0,0,0,146.765106,410.205231,0.642215,0.5,0.8,100.686218,86.66,80.4,22.19,26.75,97.95,156.8,156.3,0.3,392,3.744,-18,1,326,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.014,0.122,-9999,0.604,0.498,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535057,2.458492,1.690286,0.953476,0.305166,0.054788,0.074121,0.45586,146.765106,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130738,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
117,13:07:46,5/3/2024,TIM2024,Zach Peagler,,3,3,Control,0.503155,2.920436,0.429208,6.375504,2.347774,2.17575,3.757493,1.40972,22.211275,23.96739,38.358604,0.441786,PSF-01133_20240503130746,0,0,0,143.591171,385.685577,0.627699,0.5,0.8,114.798874,86.99,80.61,22.28,27.83,97.96,156.5,155.8,0.5,457,3.715,-12,2,307,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.045,0.171,-9999,0.594,-0.556,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535336,2.458902,1.688223,0.95222,0.304073,0.066686,0.075054,0.513856,143.591171,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130746,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
118,13:07:53,5/3/2024,TIM2024,Zach Peagler,,3,4,Liquid,0.494979,2.922013,0.423277,6.229411,2.358945,2.19109,3.755617,1.396671,22.367533,24.081068,38.338852,0.441786,PSF-01133_20240503130753,0,0,0,162.301178,401.002045,0.595261,0.5,0.8,106.415146,86.92,80.74,22.37,27.82,97.96,156.7,155.4,0.9,447,3.715,-4,7,333,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.091,0.128,0.307,0.681,0.548,-1.524,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535491,2.458807,1.68992,0.951223,0.302973,0.065536,0.075991,0.504709,162.301178,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130753,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
119,13:08:01,5/3/2024,TIM2024,Zach Peagler,,3,5,CBG,0.527587,2.921228,0.446879,6.053555,2.37031,2.207113,3.656449,1.286139,22.531391,24.19739,37.326981,0.441786,PSF-01133_20240503130801,0,0,0,149.563187,409.831177,0.635062,0.5,0.8,118.948036,86.8,80.82,22.47,27.36,97.96,156.6,156,0.4,468,3.744,-8,-5,345,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.007,0.08,0.273,-0.121,0.382,-1.197,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535587,2.458633,1.689075,0.952701,0.301725,0.058834,0.077003,0.523659,149.563187,0.000348,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130801,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
120,13:08:11,5/3/2024,TIM2024,Zach Peagler,,3,6,CG,0.521749,2.920862,0.442675,6.904717,2.41543,2.229332,3.894043,1.478614,22.75955,24.659445,39.75481,0.441786,PSF-01133_20240503130811,0,0,0,137.32373,396.134735,0.653341,0.5,0.8,117.315536,87.85,81.08,22.58,28.44,97.95,156.6,156,0.4,449,3.744,-8,6,331,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.013,0.148,0.24,0.144,-0.798,-1.276,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.535931,2.459955,1.688682,0.952896,0.300376,0.070581,0.078298,0.506468,137.32373,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130811,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
121,13:08:17,5/3/2024,TIM2024,Zach Peagler,,3,7,Control,0.499527,2.920771,0.426572,6.225872,2.410782,2.242972,3.79501,1.384228,22.900383,24.613691,38.746437,0.441786,PSF-01133_20240503130817,0,0,0,118.859055,307.749878,0.61378,0.5,0.8,109.534042,87.28,81.2,22.66,28,97.94,156.6,155.6,0.6,446,3.743,-8,1,309,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.081,0.17,-9999,0.133,-0.858,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536086,2.459219,1.688584,0.951832,0.299461,0.064328,0.079083,0.504015,118.859055,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130817,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
122,13:08:23,5/3/2024,TIM2024,Zach Peagler,,3,8,Liquid,0.400265,2.922617,0.35205,4.832766,2.383076,2.252968,3.685964,1.302887,23.002319,24.3307,37.632896,0.441786,PSF-01133_20240503130823,0,0,0,123.41523,266.450989,0.536818,0.5,0.8,89.000496,85.88,81.19,22.74,27.5,97.95,156.8,155.7,0.7,414,3.743,-13,-2,284,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.047,0.278,-9999,0.259,-0.745,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.536054,2.457433,1.690572,0.951984,0.298554,0.057433,0.079866,0.475881,123.41523,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503130823,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
